5,1.756037298
10,1.723144046
15,1.691209706
20,1.662809558
25,1.655207045
30,1.59129523
35,1.554167774
40,1.551502631
45,1.537388691
50,1.553807524
55,1.522222305
60,1.523380595
65,1.509559019
70,1.484981379
75,1.486320484
80,1.477192622
85,1.455871061
90,1.469433688
95,1.471721617
100,1.450547908
105,1.4523349
110,1.455413401
115,1.437678722
120,1.422276546
125,1.417066662
130,1.419894291
135,1.415730046
140,1.411660107
145,1.407505598
150,1.393183205
155,1.390309968
160,1.385073138
165,1.380322988
170,1.379403612
175,1.381584222
180,1.380568476
185,1.379561986
190,1.384501196
195,1.382375501
200,1.375730721
205,1.376236901
210,1.377277247
215,1.379369471
220,1.378826956
225,1.376544618
230,1.384172786
235,1.381813978
240,1.375776092
245,1.373816727
250,1.369595301
255,1.368618708
260,1.367296603
265,1.363052379
270,1.3622605
275,1.360286973
280,1.35950249
285,1.358187186
290,1.356488383
295,1.356273221
300,1.356208945
306,1.353311434
311,1.352568247
316,1.351888303
321,1.3508406
326,1.350978548
331,1.348497914
336,1.347800151
341,1.347151149
346,1.345909138
351,1.346963568
356,1.344615846
361,1.344474615
366,1.342879869
371,1.341120977
376,1.341423409
381,1.340576632
386,1.338209001
391,1.340824438
396,1.341866041
401,1.338218
406,1.339396062
411,1.340827969
416,1.337573969
421,1.335084559
426,1.33418218
431,1.334282
436,1.333439405
441,1.332362917
446,1.331153747
451,1.329211908
456,1.327622621
461,1.328010825
466,1.331597167
471,1.337617485
476,1.34501991
481,1.342772052
486,1.339352606
491,1.348422243
496,1.344224076
501,1.331486125
506,1.333304099
511,1.335896947
516,1.338270485
521,1.337034909
526,1.332734171
531,1.342435061
536,1.339642862
541,1.330488882
546,1.328210359
551,1.322185717
556,1.320787229
561,1.319552908
566,1.313999356
571,1.313117092
576,1.309972708
581,1.309045204
586,1.307553929
591,1.306061416
596,1.302521764
601,1.301278207
607,1.299072919
612,1.298204886
617,1.297569811
622,1.29635581
627,1.296003601
632,1.295074692
637,1.294902513
642,1.293407334
647,1.291127016
652,1.290918655
657,1.288993125
662,1.288034798
667,1.286263922
672,1.284433424
677,1.283979893
682,1.283033192
687,1.281330592
692,1.282967909
697,1.283180036
702,1.279689436
707,1.280265082
712,1.281251421
717,1.278579378
722,1.275979132
727,1.275076339
732,1.275291382
737,1.274123649
742,1.272091871
747,1.270211646
752,1.26779543
757,1.265563184
762,1.26499678
767,1.267968993
772,1.273384768
777,1.280320996
782,1.27710183
787,1.273710255
792,1.282096991
797,1.277002788
802,1.263501516
807,1.265371532
812,1.267242581
817,1.268762273
822,1.266200373
827,1.261437321
832,1.270265531
837,1.267556973
842,1.257685942
847,1.254293387
852,1.247499422
857,1.244915516
862,1.243975802
867,1.237865899
872,1.235845086
877,1.232139315
882,1.230033802
887,1.229047612
892,1.226922403
897,1.223207946
902,1.221272817
908,1.218322498
913,1.217378807
918,1.215986774
923,1.214763026
928,1.213675531
933,1.212511151
938,1.211948764
943,1.209862858
948,1.207495945
953,1.206841284
958,1.204051346
963,1.202299716
968,1.200186177
973,1.198194774
978,1.197290488
983,1.195945349
988,1.1936843
993,1.195420546
998,1.195252079
1003,1.190653413
1008,1.190508649
1013,1.191014185
1018,1.188491074
1023,1.185152972
1028,1.184292839
1033,1.184433042
1038,1.182737615
1043,1.180485286
1048,1.177882362
1053,1.174289476
1058,1.171679079
1063,1.169871964
1068,1.171744755
1073,1.176857733
1078,1.1835084
1083,1.179133575
1088,1.175683741
1093,1.183611979
1098,1.178651722
1103,1.16512995
1108,1.16711919
1113,1.168292861
1118,1.169681302
1123,1.165269678
1128,1.16073569
1133,1.169021012
1138,1.166190961
1143,1.156450055
1148,1.152540383
1153,1.145298432
1158,1.141582753
1163,1.14066342
1168,1.134184128
1173,1.131432962
1178,1.128149801
1183,1.125228895
